Unnamed: 0,movie_ids,sources,ratings,ratings_binary,review_texts
90,green_lantern,critics,rotten,n,worth only _UNKNOWN_ now for seeing how to kill a _UNKNOWN_ franchise from the very beginning .
91,green_lantern,critics,rotten,n,"the filmmakers are under the impression that audiences will accept anything , as _UNKNOWN_ as it 's drenched in special effects ."
92,green_lantern,critics,rotten,n,_UNKNOWN_ _UNKNOWN_ film where the whole 3-d thing is a complete _UNKNOWN_ .
93,green_lantern,critics,rotten,n,the more i think about it the more i _UNKNOWN_ it .
94,green_lantern,critics,fresh,p,_UNKNOWN_ _UNKNOWN_ _UNKNOWN_ obvious _UNKNOWN_ .
95,green_lantern,critics,fresh,p,"among the _UNKNOWN_ things that can be attributed to the movie signed by campbell , not being _UNKNOWN_ is not one of them . [ _UNKNOWN_ _UNKNOWN_ in _UNKNOWN_ ]"
96,green_lantern,critics,rotten,n,_UNKNOWN_ _UNKNOWN_
97,green_lantern,critics,rotten,n,"green lantern 's _UNKNOWN_ faded for me , and was out completely by the _UNKNOWN_ the _UNKNOWN_ credits rolled ."
98,green_lantern,critics,rotten,n,green lantern is as cheesy and has more plot holes and dangling _UNKNOWN_ strings than a _UNKNOWN_ of 70 's macrame .
99,green_lantern,critics,rotten,n,"the film _UNKNOWN_ rises above a _UNKNOWN_ that seems to be pulling in _UNKNOWN_ directions , leaving the material battling with tone and consistency . the result is a lifeless attempt at a blockbuster that _UNKNOWN_ _UNKNOWN_ gets out of the block ."
100,green_lantern,critics,rotten,n,"all the prancing about on a galaxy far far _UNKNOWN_ where hal [ ryan _UNKNOWN_ ] meets the other green lanterns , and the wise ancients , and a gigantic gruff sergeant-type who learns him his ropes is all a bit of a bore ."
101,green_lantern,critics,rotten,n,"there are some _UNKNOWN_ _UNKNOWN_ in green lantern , and _UNKNOWN_ and sarsgaard ... are _UNKNOWN_ worth _UNKNOWN_ . the movie , _UNKNOWN_ , flickers between being _UNKNOWN_ and a _UNKNOWN_ ."
102,green_lantern,critics,fresh,p,"while he 's not a _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ or _UNKNOWN_ to care about , as green lantern , [ ryan _UNKNOWN_ is ] believable in his solemnity , _UNKNOWN_ his _UNKNOWN_ charm helps when dealing with the absurdity that comes with the premise ."
103,green_lantern,critics,rotten,n,"with a _UNKNOWN_ _UNKNOWN_ that , this _UNKNOWN_ flick , _UNKNOWN_ hal jordan himself , had _UNKNOWN_ _UNKNOWN_ to rise above its provenance . but the _UNKNOWN_ is simply beyond cheesy ."
104,green_lantern,critics,rotten,n,"in brightest day , in blackest _UNKNOWN_ ... no cliche will escape my sight ... i guess its _UNKNOWN_ not that _UNKNOWN_ ... but it certainly is loud and bright ."
105,green_lantern,critics,rotten,n,"this is n't _UNKNOWN_ the stake through the _UNKNOWN_ of the _UNKNOWN_ movie that some of its most vociferous critics are _UNKNOWN_ it out to be , but it _UNKNOWN_ is n't the genre 's brightest day , either ."
106,green_lantern,critics,rotten,n,"if you have n't seen it , do n't bother ."
107,green_lantern,critics,fresh,p,"this is pure popcorn entertainment , a one-dimensional outing that is more in the ballpark of thor and _UNKNOWN_ four than anything else ."
108,green_lantern,critics,fresh,p,"green lantern is not a _UNKNOWN_ movie , but it 's _UNKNOWN_ to watch ."
109,green_lantern,critics,rotten,n,please please please do not make a sequel .
110,green_lantern,audience,0.5,n,_UNKNOWN_ . possibly the _UNKNOWN_ super hero movie _UNKNOWN_ .
111,green_lantern,audience,2.0,n,"_UNKNOWN_ written it squanders decades of _UNKNOWN_ mythology . it has lavish effects with an unstable combination of serious , goofy and derivative . it is a _UNKNOWN_ amalgamation of _UNKNOWN_ and special effects that are n't all that special ."
112,green_lantern,audience,3.0,p,the pace of the movie _UNKNOWN_ the ending _UNKNOWN_ and hence unbelievable . i do n't see how hal could just defeat parallax . he was still _UNKNOWN_ at the end of the movie
113,green_lantern,audience,1.0,n,один из худших фильмов жанра
114,green_lantern,audience,2.5,n,i think i could 've seen ryan _UNKNOWN_ as gl kyle rayner . using parallax right _UNKNOWN_ was what killed the _UNKNOWN_ _UNKNOWN_ of a franchise .
115,green_lantern,audience,2.5,n,"it was an okay movie . my _UNKNOWN_ issue with it was the completely unneeded _UNKNOWN_ that was forced down our throats . other than that it was a _UNKNOWN_ _UNKNOWN_ movie . the cgi mask was _UNKNOWN_ , i _UNKNOWN_ _UNKNOWN_ if you let a small detail _UNKNOWN_ that ruin a movie for you you have _UNKNOWN_ issues . i 've seen so _UNKNOWN_ hate for this movie and i _UNKNOWN_ _UNKNOWN_ most of it is not justified . it 's by all means not a _UNKNOWN_ movie but i have seen so _UNKNOWN_ _UNKNOWN_ ."
116,green_lantern,audience,3.0,p,"film with not too _UNKNOWN_ a plot , but with obvious errors in _UNKNOWN_ else , the film is very wrong with regards to the special effects that are done not too _UNKNOWN_ . a separate thought goes to the green lantern costume which is _UNKNOWN_ ridiculously and hugely clashes with the whole setting"
117,green_lantern,audience,1.5,n,"green lantern is a complete disaster , with _UNKNOWN_ _UNKNOWN_ aspect falling _UNKNOWN_ on its _UNKNOWN_ . the most prominent dilemma with the movie is its _UNKNOWN_ script . the _UNKNOWN_ plot is difficult to follow and does not flow right . parallax 's _UNKNOWN_ _UNKNOWN_ so taken _UNKNOWN_ by hector hammond 's _UNKNOWN_ , with both being _UNKNOWN_ . hector _UNKNOWN_ _UNKNOWN_ a cliche _UNKNOWN_ with a _UNKNOWN_ _UNKNOWN_ , offering _UNKNOWN_ _UNKNOWN_ to the movie . the green lantern corps _UNKNOWN_ also did not make as _UNKNOWN_ _UNKNOWN_ . if the corps trust the rings so _UNKNOWN_ , why is it so burdensome to put confidence in the selection of hal jordan ? it just seemed _UNKNOWN_ the _UNKNOWN_ were creating these conflicts just because they wanted to . there was no actual purpose to any of the _UNKNOWN_ disputes in the movie . the vfx and cgi are also _UNKNOWN_ . the animated suits look _UNKNOWN_ flawed , and the other _UNKNOWN_ creatures are not the _UNKNOWN_ looking . parallax and kilowog looked _UNKNOWN_ _UNKNOWN_ , and that is only in the handful of _UNKNOWN_ . it does n't help that the _UNKNOWN_ is _UNKNOWN_ _UNKNOWN_ here . it _UNKNOWN_ _UNKNOWN_ dion beebe did not have _UNKNOWN_ practical sets to present oa , the green lantern planet . the framing of each _UNKNOWN_ _UNKNOWN_ off with _UNKNOWN_ shown in inconvenient positions . an abundance of _UNKNOWN_ felt _UNKNOWN_ the _UNKNOWN_ around them was being hidden . perhaps it was a _UNKNOWN_ thing the _UNKNOWN_ around the _UNKNOWN_ is not present as _UNKNOWN_ because the production design was inadequate . oa felt rundown and not as vibrant as it should be . that goes _UNKNOWN_ to dion beebe 's _UNKNOWN_ _UNKNOWN_ , as the _UNKNOWN_ did n't _UNKNOWN_ right on oa as _UNKNOWN_ . the _UNKNOWN_ is _UNKNOWN_ satisfactory , but it is _UNKNOWN_ to take them seriously when they do not look right . ryan _UNKNOWN_ is fine as the lead _UNKNOWN_ , _UNKNOWN_ his line delivery felt _UNKNOWN_ it was trying to spoof a cringe _UNKNOWN_ film . it 's _UNKNOWN_ to tell if he is trying to be serious in his role as he does n't sell it . blake lively was probably the _UNKNOWN_ out of _UNKNOWN_ in the _UNKNOWN_ , _UNKNOWN_ she did n't sell that she was in _UNKNOWN_ with hal . _UNKNOWN_ , both _UNKNOWN_ and lively could n't sell their _UNKNOWN_ _UNKNOWN_ . the two actors and the script could not get their _UNKNOWN_ right . peter sarsgaard does a _UNKNOWN_ job when he is not in prosthetics , but once his head enlarges , it gets rough . sarsgaard can not act with the prosthetics on . it is not _UNKNOWN_ his fault , as having such a large _UNKNOWN_ of prosthetics on you limits your acting abilities . _UNKNOWN_ , it does _UNKNOWN_ the movie _UNKNOWN_ a bit . the supporting _UNKNOWN_ is fine with mark _UNKNOWN_ and angela bassett doing a decent job , _UNKNOWN_ they do n't have _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ to redeem the movie . the one decent aspect of the movie would have to be that the action sequences are _UNKNOWN_ _UNKNOWN_ . those _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ rushed or half-baked . the fight and action sequences are just right . _UNKNOWN_ aspect of the film that is not too _UNKNOWN_ is _UNKNOWN_ campbell 's directing . it is _UNKNOWN_ , and campbell knows how to create a tone for the movie that is achieved here and not in the _UNKNOWN_ aspects of the film . _UNKNOWN_ , green lantern is a rather _UNKNOWN_ film that has so _UNKNOWN_ _UNKNOWN_ flaws . the _UNKNOWN_ is a total _UNKNOWN_ with _UNKNOWN_ to no explanation on _UNKNOWN_ plot points . the film has some atrocious _UNKNOWN_ that are unacceptable in a blockbuster released in 2011. with ryan _UNKNOWN_ and blake lively doing _UNKNOWN_ to save this film , only _UNKNOWN_ campbell does the _UNKNOWN_ he could at keeping green lantern afloat . read more _UNKNOWN_ _UNKNOWN_ this at _UNKNOWN_"
118,green_lantern,audience,1.0,n,i _UNKNOWN_ about 20 _UNKNOWN_ of this _UNKNOWN_ thinking it was a _UNKNOWN_ movie . i _UNKNOWN_ seen it in 2011 ..... thank god for that . _UNKNOWN_ just _UNKNOWN_ the 20 _UNKNOWN_ i _UNKNOWN_ this was stinker .... too _UNKNOWN_ special effects and _UNKNOWN_ acting
119,green_lantern,audience,5.0,p,"one of the most _UNKNOWN_ _UNKNOWN_ of all _UNKNOWN_ . if this is so _UNKNOWN_ , why is it currently sitting in the _UNKNOWN_ 10 most viewed on netflix . yes , the special effects are a bit dated given is was _UNKNOWN_ _UNKNOWN_ ago , but this movie largerly got panned becaue rr was n't the serious ( and _UNKNOWN_ ) batman or spiderman that was the sterotype at the _UNKNOWN_ . _UNKNOWN_ it , rr set the _UNKNOWN_ for the _UNKNOWN_ of the _UNKNOWN_ _UNKNOWN_ , and looking _UNKNOWN_ at this film _UNKNOWN_ people can appreciate now what he did to the genre ."
120,ghost_rider_spirit_of_vengeance,critics,rotten,n,cheesy cgi that is either intentional or just plain _UNKNOWN_ .
121,ghost_rider_spirit_of_vengeance,critics,fresh,p,you may find yourself infinitely more forgiving of its lack of quality if you pretend it 's simply a low budget troma flick rather than a multi-million dollar studio _UNKNOWN_ ... if you 're in the mood for 90 _UNKNOWN_ of mindless _UNKNOWN_ -- _UNKNOWN_ is your man .
122,ghost_rider_spirit_of_vengeance,critics,rotten,n,"hey , maybe watch season 4 of _UNKNOWN_ of s.h.i.e.l.d . _UNKNOWN_ ."
123,ghost_rider_spirit_of_vengeance,critics,rotten,n,it _UNKNOWN_ me _UNKNOWN_ cheated and sad .
124,ghost_rider_spirit_of_vengeance,critics,rotten,n,"nic _UNKNOWN_ does n't get a chance to qualify for the razzies in this one , which prompts me to _UNKNOWN_ you rent drive angry _UNKNOWN_ . that movie has a _UNKNOWN_ _UNKNOWN_ use of a _UNKNOWN_ skull ."
125,ghost_rider_spirit_of_vengeance,critics,rotten,n,"a schlocky , derivative , and incredibly ridiculous sequel ."
126,ghost_rider_spirit_of_vengeance,critics,rotten,n,"ghost rider : spirit of vengeance is too _UNKNOWN_ and cheesy to _UNKNOWN_ to anyone , _UNKNOWN_ the most _UNKNOWN_ _UNKNOWN_ fans ."
127,ghost_rider_spirit_of_vengeance,critics,rotten,n,"this is destined for a place at the bottom of the pile come the end of the _UNKNOWN_ , but in all honesty , did anyone _UNKNOWN_ expect anything _UNKNOWN_ out of a movie about a guy with a flaming skull going around killing people ?"
128,ghost_rider_spirit_of_vengeance,critics,rotten,n,"in terms of _UNKNOWN_ , dumb , no-brainer _UNKNOWN_ _UNKNOWN_ , they do n't come _UNKNOWN_ _UNKNOWN_ , dumber and no-brainier than this ."
129,ghost_rider_spirit_of_vengeance,critics,rotten,n,"there are flashes of neveldine/taylor 's self-deprecating _UNKNOWN_ of _UNKNOWN_ also , but _UNKNOWN_ those ca n't overcome a _UNKNOWN_ that 's completely inert and uninvolving ."
130,ghost_rider_spirit_of_vengeance,critics,fresh,p,"as a b-grade horror/action hybrid , and the lowered expectations that come with that description , it 's a very _UNKNOWN_ _UNKNOWN_ ."
131,ghost_rider_spirit_of_vengeance,critics,rotten,n,an atrocious sequel ...
132,ghost_rider_spirit_of_vengeance,critics,rotten,n,"ghost rider only excels when it embraces the gonzo direction of _UNKNOWN_ neveldine and taylor . sadly though , the film seems to be pumping its brakes more than riding with a vengeance ."
133,ghost_rider_spirit_of_vengeance,critics,rotten,n,"save your money . read `` the devil and daniel webster '' or `` doctor faustus . '' listen to robert johnson . or just be a decent _UNKNOWN_ being , so you 'll _UNKNOWN_ have the devil to pay ."
134,ghost_rider_spirit_of_vengeance,critics,rotten,n,"only a marginal improvement over the leaden _UNKNOWN_ film , with idris elba providing a number of the film 's few bright spots ."
135,ghost_rider_spirit_of_vengeance,critics,fresh,p,"all things being equal , i would rather have seen crank 3d ."
136,ghost_rider_spirit_of_vengeance,critics,rotten,n,"campy _UNKNOWN_ and _UNKNOWN_ _UNKNOWN_ effects help star and _UNKNOWN_ perplexing nicholas _UNKNOWN_ , who once won an oscar ."
137,ghost_rider_spirit_of_vengeance,critics,rotten,n,`` the prophecy says the ritual will take place ... '' tells you that this movie was _UNKNOWN_ dictated by location . the ritual could take place in the middle of _UNKNOWN_ square and it would still end up looking _UNKNOWN_ it was _UNKNOWN_ in an anonymous romanian _UNKNOWN_ .
138,ghost_rider_spirit_of_vengeance,critics,fresh,p,"a goofy , gonzo thrill ride , vengeance is a _UNKNOWN_ movie sequel so _UNKNOWN_ it 's _UNKNOWN_ -- a _UNKNOWN_ movie that 's _UNKNOWN_ a _UNKNOWN_ _UNKNOWN_ movie ."
139,ghost_rider_spirit_of_vengeance,critics,fresh,p,an unwanted sequel to one of the _UNKNOWN_ _UNKNOWN_ book _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ blasts onto the _UNKNOWN_ with such assaultive energy that memories of its predecessor are _UNKNOWN_ from your brain .
140,ghost_rider_spirit_of_vengeance,audience,2.0,n,"this has to be some of the _UNKNOWN_ acting i ’ ve seen from nicholas _UNKNOWN_ . the writing is also _UNKNOWN_ . too _UNKNOWN_ , because the _UNKNOWN_ movie was _UNKNOWN_ ."
141,ghost_rider_spirit_of_vengeance,audience,1.5,n,"while johnny 's ghost rider form does look more hellish than in the previous film ( i compared it to looking _UNKNOWN_ butane ) the plot is somehow _UNKNOWN_ more inane . also contradicts itself , _UNKNOWN_ in the _UNKNOWN_ film mephisto ( then peter fonda ) was _UNKNOWN_ said to be dependent on having a _UNKNOWN_ body to inhabit ."
142,ghost_rider_spirit_of_vengeance,audience,0.5,n,"a film so obnoxiously fetid , i had to _UNKNOWN_ it at 1.5 the speed so i could get it over and done with . unmitigated shite from _UNKNOWN_ to finish . _UNKNOWN_ _UNKNOWN_ the fucking plague ."
143,ghost_rider_spirit_of_vengeance,audience,0.5,n,i would give it zero _UNKNOWN_ if that was an option . they completely changed the _UNKNOWN_ compared too the _UNKNOWN_ on and somehow the rider can now work during _UNKNOWN_ hours . wtf . totally ruined the plotline and the _UNKNOWN_ _UNKNOWN_ they didnt _UNKNOWN_ bother to _UNKNOWN_ nicolas _UNKNOWN_ who is by far the _UNKNOWN_ actor i have _UNKNOWN_ had the _UNKNOWN_ of _UNKNOWN_ . the dude only has one facial expression . ( confused )
144,ghost_rider_spirit_of_vengeance,audience,1.0,n,"for a `` super-hero '' movie , this movie is remarkably _UNKNOWN_ . just a collection of set _UNKNOWN_ _UNKNOWN_ with uncoordinated cgi effects and redundant fight _UNKNOWN_ . the origin _UNKNOWN_ for the rider is mildly _UNKNOWN_ , but expressed in such an off hand _UNKNOWN_ that it is more _UNKNOWN_ a lecture from ufo-tv . i _UNKNOWN_ wish that _UNKNOWN_ had not bought so _UNKNOWN_ _UNKNOWN_ ."
145,ghost_rider_spirit_of_vengeance,audience,2.0,n,"yeesh , a sequel with less brains than the _UNKNOWN_ _UNKNOWN_ to capitalize on all of the _UNKNOWN_ aspects of the _UNKNOWN_ film . i did find the _UNKNOWN_ to be a guilty _UNKNOWN_ , but i can ’ t say the same for spirit of vengeance . the tacky cgi , the bonkers plot , and the campiness prove to be too _UNKNOWN_ . it ’ s a shame _UNKNOWN_ , because this _UNKNOWN_ could be _UNKNOWN_ cool if in a _UNKNOWN_ production"
146,ghost_rider_spirit_of_vengeance,audience,2.5,n,just as dumb as the _UNKNOWN_ one but it bothers me less probably because the movie is trimmed of any superfluous _UNKNOWN_ . also the digital _UNKNOWN_ is genuinely impressive .
147,ghost_rider_spirit_of_vengeance,audience,0.5,n,"not as _UNKNOWN_ as _UNKNOWN_ , which was a _UNKNOWN_ low bar for nics _UNKNOWN_"
148,ghost_rider_spirit_of_vengeance,audience,0.5,n,"this movie is so _UNKNOWN_ idris elba gave up acting seriously after he heard himself speak in a french accent . if a movie ca n't be saved by _UNKNOWN_ , it must be next level _UNKNOWN_ . i _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ for ciaran hinds he mad an effort until the end . a sad _UNKNOWN_ of _UNKNOWN_ , _UNKNOWN_ more ."
149,ghost_rider_spirit_of_vengeance,audience,1.0,n,"_UNKNOWN_ though i did n't _UNKNOWN_ the _UNKNOWN_ ghost rider movie just _UNKNOWN_ any other sane person , i still thought of giving the second movie a chance , thinking probably they must have thought _UNKNOWN_ this _UNKNOWN_ , which is why they suddenly decided to make a sequel of the 2007 flop movie . and the _UNKNOWN_ it began i was _UNKNOWN_ convinced that it 's gon na be _UNKNOWN_ . turns out this one is _UNKNOWN_ _UNKNOWN_ . you got ta give them this one - the cgi _UNKNOWN_ on ghost rider now looks a lot more believable . but the vfx of anything else is _UNKNOWN_ . occasionally the movie uses weird emboss and _UNKNOWN_ effect as if it 's a bollywood movie . it seemed as though the editors had just got after effects and they wanted to add _UNKNOWN_ effect they could find . the _UNKNOWN_ has no connection with the _UNKNOWN_ film _UNKNOWN_ . they _UNKNOWN_ get the recap wrong ! it shows that johnny fell to the devil 's feet and cut his finger intentionally to sign the contract , while in _UNKNOWN_ the devil had come to his tent when he was repairing his bike , and his finger accidentally got cut and the blood fell on the contract . the setting also does n't make any _UNKNOWN_ . johnny moved to middle east because he did n't want to hurt anyone . but that 's _UNKNOWN_ what he does there also . and in spite of being set in middle east they do n't show anything related to middle east _UNKNOWN_ the movie . the acting continues to _UNKNOWN_ the same _UNKNOWN_ as the prequel , by which i mean the same campy _UNKNOWN_ . at least this _UNKNOWN_ johnny does n't point at people and say `` you ! '' . _UNKNOWN_ in the end he said `` hell yes . '' after pushing the devil _UNKNOWN_ in hell . i 'm _UNKNOWN_ grateful that this series did n't have a third movie . ghost rider needs to be a grim , gritty movie with a lot of violence and heavy metal _UNKNOWN_ , not this campy film series . because no matter what you say , i can _UNKNOWN_ take nicolas _UNKNOWN_ seriously . he 's a fusion of govinda and uday chopra . and i ca n't consider that to be the demon hunting ghost rider ."
150,son_of_the_mask,critics,rotten,n,"dumb and loud , with questionable material ."
151,son_of_the_mask,critics,rotten,n,"sequels without their _UNKNOWN_ _UNKNOWN_ are usually sent direct to video . some deserve _UNKNOWN_ , [ but ] this is n't one of those ."
152,son_of_the_mask,critics,rotten,n,"it 's your usual low-budget , unbelievably _UNKNOWN_ sequel ."
153,son_of_the_mask,critics,rotten,n,kennedy is feeble and _UNKNOWN_ alan cumming _UNKNOWN_ less of a meal than he could of his role as the petulant god of mischief .
154,son_of_the_mask,critics,rotten,n,"also struggling vainly against the _UNKNOWN_ effects are traylor _UNKNOWN_ as kennedy 's wife and bob hoskins as cumming 's father , the god odin ."
155,son_of_the_mask,critics,fresh,p,"if _UNKNOWN_ else , son of the mask 's _UNKNOWN_ seed baby serves up an all natural commercial for mental birth control ."
156,son_of_the_mask,critics,rotten,n,_UNKNOWN_ possessed _UNKNOWN_ lawrence guterman and writer lance khazei to transform the sequel to 1994 's libidinous hit _UNKNOWN_ into pabulum ?
157,son_of_the_mask,critics,rotten,n,"the movie strives for a positive _UNKNOWN_ about growing up and embracing the _UNKNOWN_ of fatherhood , but when the baby 's this ugly , you 're left wishing the filmmakers had practiced a _UNKNOWN_ _UNKNOWN_ celibacy ."
158,son_of_the_mask,critics,rotten,n,a transparently minimal effort in which _UNKNOWN_ jokes and pivotal plot points are grossly inappropriate for children .
159,son_of_the_mask,critics,rotten,n,_UNKNOWN_ tedium .
160,son_of_the_mask,critics,fresh,p,"a bright , fast , kiddie-oriented lark ."
161,son_of_the_mask,critics,rotten,n,"no doubt extensive market research shows that there 's an audience out there for _UNKNOWN_ _UNKNOWN_ son of the mask , but it 's too depressing to speculate who that might be ."
162,son_of_the_mask,critics,rotten,n,the only place for a movie _UNKNOWN_ son of the mask is at the bottom of the bargain bin at your local _UNKNOWN_ .
163,son_of_the_mask,critics,rotten,n,"there 's no _UNKNOWN_ to speak of , just a string of scenarios usually resulting in _UNKNOWN_ in sight getting smashed ."
164,son_of_the_mask,critics,rotten,n,"thanks to its garish production design and uniformly unpalatable _UNKNOWN_ , son of the mask is the ugliest kids ' film _UNKNOWN_ the cat in the hat ."
165,son_of_the_mask,critics,rotten,n,it 'll be _UNKNOWN_ _UNKNOWN_ to keep the attention of the children and _UNKNOWN_ still to keep adults from wishing they could get _UNKNOWN_ the hour and half they just lost .
166,son_of_the_mask,critics,rotten,n,how far down the hollywood food chain do you have to go before you get stuck with jamie kennedy as the star of your movie ? did ben affleck turn down son of the mask ?
167,son_of_the_mask,critics,rotten,n,"cumming is _UNKNOWN_ to this kind of material , but kennedy , while decent as a henpecked husband , is unbelievably _UNKNOWN_ when he dons the green _UNKNOWN_ ."
168,son_of_the_mask,critics,rotten,n,wait till it comes out on video . you 'll know when to turn what off .
169,son_of_the_mask,critics,rotten,n,retains _UNKNOWN_ none of its predecessor 's manic charm .
170,son_of_the_mask,audience,3.0,p,this movie is so _UNKNOWN_ it 's _UNKNOWN_ . i will be _UNKNOWN_ this movie for a _UNKNOWN_ _UNKNOWN_ and i will make my friends watch it too . it 's _UNKNOWN_ . _UNKNOWN_ would _UNKNOWN_ .
171,son_of_the_mask,audience,1.0,n,"that was very _UNKNOWN_ _UNKNOWN_ because it was _UNKNOWN_ , _UNKNOWN_ _UNKNOWN_ effects , and _UNKNOWN_ sequel ."
172,son_of_the_mask,audience,0.5,n,why just why must this exist
173,son_of_the_mask,audience,0.5,n,my brain hurts . no amount of _UNKNOWN_ i have for alan cuming can make me pretend to _UNKNOWN_ any _UNKNOWN_ of this .
174,son_of_the_mask,audience,0.5,n,? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?
175,son_of_the_mask,audience,0.5,n,"wrongly _UNKNOWN_ , _UNKNOWN_ _UNKNOWN_ , and _UNKNOWN_ disturbing . son of the mask should not be viewed under any condition , and its _UNKNOWN_ are not _UNKNOWN_ close to living up to jim carrey ."
176,son_of_the_mask,audience,0.5,n,"jamie kennedy seems to standing _UNKNOWN_ and letting the make-up and special effects do all the acting . perhaps he was worried that an _UNKNOWN_ , _UNKNOWN_ _UNKNOWN_ would be considered a _UNKNOWN_ copy of jim carrey 's _UNKNOWN_ _UNKNOWN_ in the _UNKNOWN_ film . carrey 's outgoing , _UNKNOWN_ _UNKNOWN_ skills were _UNKNOWN_ for the _UNKNOWN_ mask film , but it is also what the _UNKNOWN_ _UNKNOWN_ demands . sadly , kennedy is either unwilling or unable to deliver a similar energy . the plot is childish and uninspired , as is the acting . son of the mask is charmless and _UNKNOWN_ , which is a shame because there should have been room for at least one decent sequel in the mask franchise , perhaps drawing on the _UNKNOWN_ _UNKNOWN_ book series for inspiration ."
177,son_of_the_mask,audience,0.5,n,"the _UNKNOWN_ steaming pile of crap in _UNKNOWN_ _UNKNOWN_ . this abortion of _UNKNOWN_ needs to be not only thrown into a black hole in the _UNKNOWN_ reaches of our solar system but _UNKNOWN_ scrubbed from the records of _UNKNOWN_ _UNKNOWN_ . do yourself a favour in the _UNKNOWN_ you have on this _UNKNOWN_ , _UNKNOWN_ _UNKNOWN_ watch this ."
178,son_of_the_mask,audience,0.5,n,_UNKNOWN_ movie from 2005
179,son_of_the_mask,audience,1.0,n,"when the audience you are _UNKNOWN_ the film with is _UNKNOWN_ than the film , you know you _UNKNOWN_ up . this is a _UNKNOWN_ sequel and _UNKNOWN_ film that is _UNKNOWN_ acted , written , produced and is an _UNKNOWN_ _UNKNOWN_ . 2.1/10"
180,dark_phoenix,critics,rotten,n,there are some _UNKNOWN_ cheesy lines in this movie that i _UNKNOWN_ i 'll _UNKNOWN_ have to hear again .
181,dark_phoenix,critics,rotten,n,"it 's a disappointment , but not a dumpster fire ."
182,dark_phoenix,critics,rotten,n,a _UNKNOWN_ _UNKNOWN_ that rings _UNKNOWN_ a death knell ...
183,dark_phoenix,critics,rotten,n,"not the _UNKNOWN_ film of the series , but its quality leaves _UNKNOWN_ to be desired . [ _UNKNOWN_ _UNKNOWN_ in _UNKNOWN_ ]"
184,dark_phoenix,critics,rotten,n,"`` _UNKNOWN_ phoenix '' _UNKNOWN_ rushed , as if kinberg wanted to cram two , maybe three , _UNKNOWN_ into one while disney was busy gobbling up the studio and all of its intellectual properties ."
185,dark_phoenix,critics,rotten,n,"if this is to be the _UNKNOWN_ film in its current incarnation , it 's an unfortunate end to _UNKNOWN_ that essentially _UNKNOWN_ the movie _UNKNOWN_ boom ."
186,dark_phoenix,critics,rotten,n,_UNKNOWN_ the pyro on _UNKNOWN_ _UNKNOWN_ phoenix does n't catch fire .
187,dark_phoenix,critics,rotten,n,"the action sequences , though _UNKNOWN_ done , are n't _UNKNOWN_ to shift the tides of this _UNKNOWN_ _UNKNOWN_ film bumbling in the _UNKNOWN_ for meaning , understanding , and , ultimately , _UNKNOWN_ ."
188,dark_phoenix,critics,fresh,p,the _UNKNOWN_ by hans zimmer is a huge improvement over the last _UNKNOWN_ x-men chapters .
189,dark_phoenix,critics,rotten,n,the x-men franchise limps to a conclusion with this lifeless entry that finds _UNKNOWN_ simon kinberg in over his head .
190,dark_phoenix,critics,rotten,n,"the spectacle is _UNKNOWN_ , up to a point , but _UNKNOWN_ the digital wizardry wears thin , and _UNKNOWN_ phoenix turns into a standard-brand miasma of explosions , collisions and swirling force fields ."
191,dark_phoenix,critics,rotten,n,"what could 've been a poignant , epic conclusion to a lengthy franchise ends up being an _UNKNOWN_ spectacle that 's a quick payday for those involved ."
192,dark_phoenix,critics,rotten,n,i 'm fairly _UNKNOWN_ at some point i mumbled 'we get the point already ! '
193,dark_phoenix,critics,rotten,n,"close to non-existing action , it 's _UNKNOWN_ that at this point in the _UNKNOWN_ genre , we still get floppy _UNKNOWN_ _UNKNOWN_ this one . [ _UNKNOWN_ _UNKNOWN_ in _UNKNOWN_ ]"
194,dark_phoenix,critics,rotten,n,"a _UNKNOWN_ snooze lacking spectacle , it does the unthinkable and _UNKNOWN_ 2006 's _UNKNOWN_ x-men : the last stand look marginally _UNKNOWN_ in retrospect ."
195,dark_phoenix,critics,rotten,n,"it 's a _UNKNOWN_ _UNKNOWN_ movie out of the bunch , a rushed product that _UNKNOWN_ escapes the _UNKNOWN_ . [ _UNKNOWN_ _UNKNOWN_ in _UNKNOWN_ ]"
196,dark_phoenix,critics,rotten,n,"all in all , the franchise has petered out with a film that is neither its _UNKNOWN_ nor _UNKNOWN_ entry ."
197,dark_phoenix,critics,rotten,n,"it 's too _UNKNOWN_ _UNKNOWN_ to tell in one chapter while also trying to wrap up two decades worth of material . the phoenix _UNKNOWN_ should have been built over the past few installments , rather than cramming it all here at the end ."
198,dark_phoenix,critics,rotten,n,_UNKNOWN_ phoenix shows a franchise that has run out of gas .
199,dark_phoenix,critics,rotten,n,"one or two _UNKNOWN_ _UNKNOWN_ , but there 's _UNKNOWN_ _UNKNOWN_ left for this reboot ."
